,Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG
94406,2022-2023,Ligue1,Angers,Cédric Hountondji,bj BEN,DF,29.0,27.0,2417.0,26.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.3,1.0,0.03,0.01,0.04,0.03,0.04
94407,2022-2023,Ligue1,Angers,Batista Mendy,fr FRA,"MF,DF",23.0,24.0,1976.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,18.0,126.0,28.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.7,1.2,0.03,0.03,0.06,0.03,0.06
94408,2022-2023,Ligue1,Angers,Adrien Hunou,fr FRA,"MF,FW",29.0,23.0,1766.0,19.6,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,26.0,45.0,114.0,0.15,0.05,0.2,0.15,0.2,5.5,5.5,2.1,7.6,0.29,0.11,0.4,0.29,0.4
94409,2022-2023,Ligue1,Angers,Nabil Bentaleb,dz ALG,MF,28.0,21.0,1815.0,20.2,3.0,3.0,6.0,2.0,1.0,1.0,4.0,1.0,25.0,141.0,6.0,0.15,0.15,0.3,0.1,0.25,1.8,1.0,1.6,2.6,0.09,0.08,0.17,0.05,0.13
94410,2022-2023,Ligue1,Angers,Miha Blažič,si SVN,DF,29.0,20.0,1772.0,19.7,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,49.0,0.0,0.1,0.0,0.1,0.1,0.1,1.3,1.3,0.1,1.4,0.07,0.0,0.07,0.07,0.07
94411,2022-2023,Ligue1,Angers,Souleyman Doumbia,ci CIV,"DF,FW",26.0,20.0,1624.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,41.0,46.0,73.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.4,1.9,0.03,0.08,0.11,0.03,0.11
94412,2022-2023,Ligue1,Angers,Paul Bernardoni,fr FRA,GK,25.0,19.0,1710.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94413,2022-2023,Ligue1,Angers,Yan Valery,tn TUN,DF,24.0,19.0,1542.0,17.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,52.0,40.0,53.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.7,2.3,0.04,0.11,0.14,0.04,0.14
94414,2022-2023,Ligue1,Angers,Abdallah Sima,sn SEN,FW,21.0,15.0,1316.0,14.6,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,27.0,14.0,97.0,0.21,0.0,0.21,0.21,0.21,3.8,3.8,1.4,5.2,0.27,0.1,0.37,0.27,0.37
94415,2022-2023,Ligue1,Angers,Himad Abdelli,fr FRA,"MF,FW",23.0,13.0,1193.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,71.0,68.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,1.3,2.2,0.07,0.11,0.18,0.07,0.18
94416,2022-2023,Ligue1,Angers,Azzedine Ounahi,ma MAR,"MF,FW",22.0,13.0,1129.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,53.0,87.0,77.0,0.0,0.0,0.0,0.0,0.0,1.8,1.8,1.6,3.4,0.14,0.12,0.27,0.14,0.27
94417,2022-2023,Ligue1,Angers,Amine Salama,fr FRA,"FW,MF",22.0,12.0,1249.0,13.9,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,30.0,19.0,91.0,0.22,0.07,0.29,0.22,0.29,2.7,2.7,0.9,3.5,0.19,0.06,0.26,0.19,0.26
94418,2022-2023,Ligue1,Angers,Pierrick Capelle,fr FRA,"MF,DF",35.0,11.0,1048.0,11.6,0.0,2.0,2.0,0.0,0.0,0.0,8.0,0.0,12.0,43.0,23.0,0.0,0.17,0.17,0.0,0.17,1.1,1.1,0.7,1.8,0.1,0.06,0.17,0.1,0.17
94419,2022-2023,Ligue1,Angers,Sofiane Boufal,ma MAR,"FW,MF",29.0,9.0,834.0,9.3,4.0,3.0,7.0,2.0,2.0,2.0,3.0,1.0,47.0,56.0,94.0,0.43,0.32,0.76,0.22,0.54,3.6,2.1,2.9,5.0,0.39,0.32,0.71,0.22,0.54
94420,2022-2023,Ligue1,Angers,Yahia Fofana,fr FRA,GK,22.0,8.0,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94421,2022-2023,Ligue1,Angers,Farid El Melali,dz ALG,"FW,DF",25.0,6.0,538.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,11.0,33.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,0.8,0.13,0.03,0.16,0.13,0.16
94422,2022-2023,Ligue1,Angers,Sada Thioub,sn SEN,"FW,MF",27.0,5.0,559.0,6.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,13.0,38.0,55.0,0.0,0.16,0.16,0.0,0.16,0.8,0.8,1.2,2.0,0.12,0.19,0.31,0.12,0.31
94423,2022-2023,Ligue1,Angers,Lois Diony,fr FRA,FW,30.0,5.0,437.0,4.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,13.0,9.0,48.0,0.21,0.0,0.21,0.21,0.21,1.7,1.7,0.3,2.1,0.35,0.07,0.42,0.35,0.42
94424,2022-2023,Ligue1,Angers,Ibrahima Niane,sn SEN,FW,24.0,5.0,387.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,1.0,0.25,0.01,0.26,0.25,0.26
94425,2022-2023,Ligue1,Angers,Abdoulaye Bamba,ci CIV,DF,32.0,4.0,558.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,20.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.05,0.05,0.0,0.05
94426,2022-2023,Ligue1,Angers,Ibrahim Amadou,fr FRA,"DF,MF",29.0,4.0,424.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.01,0.01,0.03,0.01,0.03
94427,2022-2023,Ligue1,Angers,Ousmane Camara,fr FRA,DF,20.0,4.0,363.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.04,0.0,0.04,0.04,0.04
94428,2022-2023,Ligue1,Angers,Halid Šabanović,ba BIH,"DF,FW",23.0,4.0,333.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.01,0.01,0.0,0.01
94429,2022-2023,Ligue1,Angers,Faouzi Ghoulam,dz ALG,DF,32.0,3.0,268.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.01,0.17,0.19,0.01,0.19
94430,2022-2023,Ligue1,Angers,Ilyes Cheti,dz ALG,DF,28.0,2.0,207.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.07,0.07,0.0,0.07
94431,2022-2023,Ligue1,Angers,Waniss Taibi,fr FRA,MF,21.0,1.0,173.0,1.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,14.0,5.0,0.0,0.52,0.52,0.0,0.52,0.3,0.3,0.1,0.4,0.16,0.03,0.19,0.16,0.19
94432,2022-2023,Ligue1,Angers,Lilian Raolisoa,fr FRA,"MF,DF",22.0,0.0,47.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.7,0.7,0.0,0.7
94433,2022-2023,Ligue1,Angers,Zinédine Ould Khaled,fr FRA,"MF,FW",23.0,0.0,42.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.65,0.0,0.65,0.65,0.65
94434,2022-2023,Ligue1,Angers,Marin Jakoliš,hr CRO,FW,26.0,0.0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.39,0.0,0.39,0.39,0.39
94435,2022-2023,Ligue1,Angers,Jason Mbock,fr FRA,"MF,FW",23.0,0.0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,1.1,1.1,0.0,1.1
94436,2022-2023,Ligue1,Angers,Antonin Bobichon,fr FRA,MF,27.0,0.0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.28,1.01,1.3,0.28,1.3
94437,2022-2023,Ligue1,Angers,Jean Mattéo Bahoya,fr FRA,FW,17.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94443,2022-2023,SeriaA,Napoli,Giovanni Di Lorenzo,it ITA,DF,29.0,26.0,2328.0,25.9,1.0,4.0,5.0,1.0,0.0,0.0,2.0,0.0,45.0,179.0,125.0,0.04,0.15,0.19,0.04,0.19,1.6,1.6,3.3,4.9,0.06,0.13,0.2,0.06,0.2
94444,2022-2023,SeriaA,Napoli,Alex Meret,it ITA,GK,25.0,25.0,2250.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94445,2022-2023,SeriaA,Napoli,Kim Min-jae,kr KOR,DF,26.0,25.0,2190.0,24.3,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,23.0,111.0,6.0,0.08,0.04,0.12,0.08,0.12,1.0,1.0,1.6,2.6,0.04,0.07,0.11,0.04,0.11
94446,2022-2023,SeriaA,Napoli,Stanislav Lobotka,sk SVK,MF,28.0,24.0,2181.0,24.2,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,29.0,113.0,25.0,0.04,0.04,0.08,0.04,0.08,0.4,0.4,0.7,1.2,0.02,0.03,0.05,0.02,0.05
94447,2022-2023,SeriaA,Napoli,Andre-Frank Zambo Anguissa,cm CMR,MF,27.0,24.0,2010.0,22.3,2.0,4.0,6.0,2.0,0.0,0.0,2.0,0.0,34.0,123.0,86.0,0.09,0.18,0.27,0.09,0.27,3.2,3.2,1.8,5.0,0.15,0.09,0.23,0.15,0.23
94448,2022-2023,SeriaA,Napoli,Victor Osimhen,ng NGA,FW,24.0,21.0,1832.0,20.4,19.0,4.0,23.0,19.0,0.0,0.0,4.0,0.0,30.0,18.0,120.0,0.93,0.2,1.13,0.93,1.13,14.7,14.7,1.8,16.5,0.76,0.09,0.85,0.76,0.85
94449,2022-2023,SeriaA,Napoli,Khvicha Kvaratskhelia,ge GEO,FW,22.0,21.0,1635.0,18.2,11.0,9.0,20.0,10.0,1.0,1.0,0.0,0.0,81.0,46.0,177.0,0.61,0.5,1.1,0.55,1.05,5.9,5.1,6.3,11.4,0.34,0.36,0.71,0.3,0.66
94450,2022-2023,SeriaA,Napoli,Piotr Zieliński,pl POL,MF,28.0,20.0,1652.0,18.4,3.0,6.0,9.0,3.0,0.0,0.0,2.0,0.0,44.0,77.0,86.0,0.16,0.33,0.49,0.16,0.49,2.6,2.6,5.3,7.8,0.15,0.3,0.44,0.15,0.44
94451,2022-2023,SeriaA,Napoli,Amir Rrahmani,xk KVX,DF,29.0,18.0,1656.0,18.4,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,11.0,77.0,2.0,0.11,0.05,0.16,0.11,0.16,1.4,1.4,0.7,2.2,0.08,0.04,0.12,0.08,0.12
94452,2022-2023,SeriaA,Napoli,Mário Rui,pt POR,DF,31.0,18.0,1495.0,16.6,0.0,6.0,6.0,0.0,0.0,0.0,2.0,1.0,48.0,132.0,80.0,0.0,0.36,0.36,0.0,0.36,0.5,0.5,3.5,4.1,0.03,0.21,0.24,0.03,0.24
94453,2022-2023,SeriaA,Napoli,Hirving Lozano,mx MEX,FW,27.0,14.0,1215.0,13.5,3.0,3.0,6.0,2.0,1.0,1.0,3.0,0.0,68.0,42.0,145.0,0.22,0.22,0.44,0.15,0.37,4.7,3.9,2.9,6.8,0.35,0.21,0.56,0.29,0.51
94454,2022-2023,SeriaA,Napoli,Matteo Politano,it ITA,FW,29.0,12.0,969.0,10.8,3.0,3.0,6.0,1.0,2.0,3.0,1.0,0.0,64.0,54.0,112.0,0.28,0.28,0.56,0.09,0.37,3.8,1.4,3.2,4.6,0.38,0.32,0.69,0.14,0.46
94455,2022-2023,SeriaA,Napoli,Mathías Olivera,uy URU,DF,25.0,8.0,841.0,9.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,33.0,42.0,37.0,0.11,0.11,0.21,0.11,0.21,0.4,0.4,1.3,1.7,0.05,0.15,0.2,0.05,0.2
94456,2022-2023,SeriaA,Napoli,Elif Elmas,mk MKD,"MF,FW",23.0,7.0,993.0,11.0,6.0,2.0,8.0,5.0,1.0,1.0,3.0,0.0,25.0,38.0,54.0,0.54,0.18,0.73,0.45,0.63,3.4,2.6,1.3,3.9,0.32,0.12,0.44,0.24,0.36
94457,2022-2023,SeriaA,Napoli,Juan Jesus,br BRA,DF,31.0,7.0,614.0,6.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,28.0,1.0,0.15,0.0,0.15,0.15,0.15,0.2,0.2,0.0,0.2,0.03,0.01,0.03,0.03,0.03
94458,2022-2023,SeriaA,Napoli,Giacomo Raspadori,it ITA,"FW,MF",23.0,7.0,580.0,6.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,8.0,17.0,52.0,0.16,0.0,0.16,0.16,0.16,2.4,2.4,0.6,3.0,0.38,0.09,0.47,0.38,0.47
94459,2022-2023,SeriaA,Napoli,Tanguy Ndombele,fr FRA,MF,26.0,6.0,601.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,16.0,47.0,27.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,1.0,0.08,0.07,0.15,0.08,0.15
94460,2022-2023,SeriaA,Napoli,Leo Skiri Østigård,no NOR,DF,23.0,2.0,220.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
94462,2022-2023,SeriaA,Napoli,Giovanni Simeone,ar ARG,FW,27.0,0.0,208.0,2.3,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,9.0,8.0,23.0,1.3,0.0,1.3,1.3,1.3,0.7,0.7,0.8,1.4,0.3,0.34,0.64,0.3,0.64
94463,2022-2023,SeriaA,Napoli,Alessio Zerbin,it ITA,"FW,MF",24.0,0.0,67.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06
94464,2022-2023,SeriaA,Napoli,Gianluca Gaetano,it ITA,MF,22.0,0.0,34.0,0.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,2.65,2.65,0.0,2.65,0.3,0.3,0.2,0.5,0.87,0.45,1.31,0.87,1.31
94465,2022-2023,SeriaA,Napoli,Diego Demme,de GER,MF,31.0,0.0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94466,2022-2023,SeriaA,Napoli,Adam Ounas,dz ALG,FW,26.0,0.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.23,0.23
94467,2022-2023,SeriaA,Napoli,Alessandro Zanoli,it ITA,DF,22.0,0.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.47,0.0,0.47,0.47,0.47
94468,2022-2023,SeriaA,Napoli,Karim Zedadka,fr FRA,DF,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94475,2022-2023,SeriaA,Inter,Lautaro Martínez,ar ARG,FW,25.0,23.0,2040.0,22.7,14.0,3.0,17.0,13.0,1.0,2.0,2.0,0.0,37.0,63.0,127.0,0.62,0.13,0.75,0.57,0.71,11.5,10.7,3.5,14.2,0.53,0.16,0.69,0.49,0.66
94476,2022-2023,SeriaA,Inter,Nicolò Barella,it ITA,MF,26.0,23.0,1947.0,21.6,5.0,6.0,11.0,5.0,0.0,0.0,4.0,0.0,53.0,132.0,127.0,0.23,0.28,0.51,0.23,0.51,2.2,2.2,4.2,6.4,0.11,0.2,0.31,0.11,0.31
94477,2022-2023,SeriaA,Inter,Hakan Çalhanoğlu,tr TUR,MF,29.0,22.0,1834.0,20.4,2.0,5.0,7.0,1.0,1.0,1.0,2.0,0.0,29.0,130.0,43.0,0.1,0.25,0.34,0.05,0.29,2.4,1.6,3.4,5.0,0.12,0.17,0.29,0.08,0.25
94478,2022-2023,SeriaA,Inter,Milan Škriniar,sk SVK,DF,28.0,20.0,1769.0,19.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,16.0,81.0,10.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.3,1.1,0.04,0.01,0.05,0.04,0.05
94479,2022-2023,SeriaA,Inter,Federico Dimarco,it ITA,DF,25.0,20.0,1615.0,17.9,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,34.0,66.0,149.0,0.17,0.11,0.28,0.17,0.28,2.3,2.3,5.0,7.3,0.13,0.28,0.41,0.13,0.41
94480,2022-2023,SeriaA,Inter,Alessandro Bastoni,it ITA,DF,23.0,19.0,1627.0,18.1,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,32.0,111.0,33.0,0.0,0.11,0.11,0.0,0.11,0.8,0.8,1.6,2.5,0.05,0.1,0.14,0.05,0.14
94481,2022-2023,SeriaA,Inter,Henrikh Mkhitaryan,am ARM,MF,34.0,18.0,1518.0,16.9,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,35.0,95.0,53.0,0.18,0.06,0.24,0.18,0.24,1.6,1.6,1.9,3.5,0.1,0.12,0.22,0.1,0.22
94482,2022-2023,SeriaA,Inter,Edin Džeko,ba BIH,FW,36.0,17.0,1555.0,17.3,7.0,3.0,10.0,7.0,0.0,0.0,3.0,0.0,24.0,60.0,122.0,0.41,0.17,0.58,0.41,0.58,8.6,8.6,3.0,11.6,0.5,0.18,0.68,0.5,0.68
94483,2022-2023,SeriaA,Inter,Denzel Dumfries,nl NED,DF,26.0,17.0,1479.0,16.4,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,38.0,36.0,112.0,0.06,0.18,0.24,0.06,0.24,2.8,2.8,3.6,6.4,0.17,0.22,0.39,0.17,0.39
94484,2022-2023,SeriaA,Inter,Matteo Darmian,it ITA,DF,33.0,17.0,1362.0,15.1,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,12.0,48.0,74.0,0.07,0.13,0.2,0.07,0.2,1.0,1.0,1.5,2.4,0.07,0.1,0.17,0.07,0.17
94485,2022-2023,SeriaA,Inter,Francesco Acerbi,it ITA,DF,35.0,16.0,1515.0,16.8,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,17.0,64.0,9.0,0.0,0.06,0.06,0.0,0.06,0.4,0.4,0.6,1.1,0.03,0.04,0.07,0.03,0.07
94486,2022-2023,SeriaA,Inter,André Onana,cm CMR,GK,26.0,16.0,1440.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94487,2022-2023,SeriaA,Inter,Stefan de Vrij,nl NED,DF,31.0,14.0,1220.0,13.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,7.0,37.0,0.0,0.07,0.0,0.07,0.07,0.07,0.8,0.8,0.2,1.0,0.06,0.01,0.07,0.06,0.07
94488,2022-2023,SeriaA,Inter,Marcelo Brozović,hr CRO,MF,30.0,10.0,923.0,10.3,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,14.0,48.0,15.0,0.2,0.0,0.2,0.2,0.2,1.7,1.7,0.3,2.0,0.18,0.03,0.21,0.18,0.21
94489,2022-2023,SeriaA,Inter,Samir Handanović,si SVN,GK,38.0,10.0,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94490,2022-2023,SeriaA,Inter,Romelu Lukaku,be BEL,FW,29.0,8.0,698.0,7.8,3.0,1.0,4.0,1.0,2.0,2.0,1.0,0.0,6.0,14.0,61.0,0.39,0.13,0.52,0.13,0.26,2.6,1.8,1.1,2.9,0.38,0.16,0.54,0.26,0.43
94491,2022-2023,SeriaA,Inter,Robin Gosens,de GER,"DF,FW",28.0,5.0,664.0,7.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,21.0,23.0,58.0,0.14,0.0,0.14,0.14,0.14,0.9,0.9,0.8,1.7,0.14,0.13,0.26,0.14,0.26
94492,2022-2023,SeriaA,Inter,Joaquín Correa,ar ARG,FW,28.0,4.0,436.0,4.8,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,5.0,8.0,31.0,0.62,0.21,0.83,0.62,0.83,2.1,2.1,0.8,2.9,0.44,0.17,0.61,0.44,0.61
94493,2022-2023,SeriaA,Inter,Roberto Gagliardini,it ITA,MF,28.0,3.0,414.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,22.0,17.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.7,0.11,0.04,0.15,0.11,0.15
94494,2022-2023,SeriaA,Inter,Kristjan Asllani,al ALB,MF,21.0,2.0,295.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.6,0.08,0.1,0.17,0.08,0.17
94495,2022-2023,SeriaA,Inter,Danilo D'Ambrosio,it ITA,DF,34.0,2.0,253.0,2.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,11.0,4.0,0.0,0.36,0.36,0.0,0.36,0.0,0.0,0.2,0.2,0.0,0.08,0.08,0.0,0.08
94496,2022-2023,SeriaA,Inter,Raoul Bellanova,it ITA,"DF,MF",22.0,0.0,159.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,0.17,0.07,0.24,0.17,0.24
94497,2022-2023,SeriaA,Inter,Valentin Carboni,it ITA,"MF,FW",18.0,0.0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.17
94498,2022-2023,SeriaA,Inter,Mattia Zanotti,it ITA,DF,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,6.12,6.12,0.0,6.12
94509,2022-2023,SeriaA,Lazio,Ivan Provedel,it ITA,GK,28.0,25.0,2333.0,25.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94510,2022-2023,SeriaA,Lazio,Adam Marušić,me MNE,DF,30.0,24.0,2188.0,24.3,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,34.0,89.0,37.0,0.0,0.08,0.08,0.0,0.08,0.7,0.7,1.2,1.8,0.03,0.05,0.08,0.03,0.08
94511,2022-2023,SeriaA,Lazio,Felipe Anderson,br BRA,FW,29.0,24.0,2015.0,22.4,6.0,2.0,8.0,6.0,0.0,0.0,1.0,0.0,57.0,77.0,150.0,0.27,0.09,0.36,0.27,0.36,4.7,4.7,3.8,8.4,0.22,0.18,0.39,0.22,0.39
94512,2022-2023,SeriaA,Lazio,Sergej Milinković-Savić,rs SRB,MF,28.0,23.0,2010.0,22.3,4.0,8.0,12.0,4.0,0.0,0.0,7.0,0.0,33.0,113.0,77.0,0.18,0.36,0.54,0.18,0.54,2.9,2.9,6.1,9.1,0.14,0.29,0.42,0.14,0.42
94513,2022-2023,SeriaA,Lazio,Alessio Romagnoli,it ITA,DF,28.0,22.0,1952.0,21.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,35.0,2.0,0.05,0.0,0.05,0.05,0.05,0.5,0.5,0.1,0.6,0.02,0.01,0.03,0.02,0.03
94514,2022-2023,SeriaA,Lazio,Mattia Zaccagni,it ITA,"FW,MF",27.0,22.0,1812.0,20.1,8.0,4.0,12.0,7.0,1.0,1.0,6.0,0.0,67.0,48.0,159.0,0.4,0.2,0.6,0.35,0.55,5.3,4.5,2.1,6.5,0.27,0.11,0.38,0.23,0.34
