,Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG
94303,2022-2023,Ligue1,Auxerre,Julian Jeanvier,gn GUI,DF,30.0,15.0,1243.0,13.8,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,4.0,21.0,5.0,0.07,0.0,0.07,0.07,0.07,1.2,1.2,0.0,1.2,0.09,0.0,0.09,0.09,0.09
94304,2022-2023,Ligue1,Auxerre,Nuno da Costa,cv CPV,"FW,MF",32.0,14.0,1298.0,14.4,3.0,2.0,5.0,3.0,0.0,0.0,5.0,1.0,17.0,22.0,78.0,0.21,0.14,0.35,0.21,0.35,2.9,2.9,2.0,4.9,0.2,0.14,0.34,0.2,0.34
94305,2022-2023,Ligue1,Auxerre,Lassine Sinayoko,ml MLI,"MF,FW",23.0,14.0,1268.0,14.1,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,42.0,60.0,126.0,0.0,0.14,0.14,0.0,0.14,2.3,2.3,1.8,4.1,0.17,0.13,0.29,0.17,0.29
94306,2022-2023,Ligue1,Auxerre,M'Baye Niang,sn SEN,FW,28.0,14.0,1142.0,12.7,3.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,14.0,22.0,63.0,0.24,0.0,0.24,0.08,0.08,3.4,1.9,0.3,2.2,0.29,0.03,0.32,0.16,0.18
94307,2022-2023,Ligue1,Auxerre,Gauthier Hein,fr FRA,"MF,FW",26.0,13.0,1134.0,12.6,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,38.0,44.0,87.0,0.16,0.0,0.16,0.16,0.16,2.8,2.8,1.7,4.4,0.24,0.14,0.38,0.24,0.38
94308,2022-2023,Ligue1,Auxerre,Gaëtan Perrin,fr FRA,"MF,FW",26.0,11.0,1035.0,11.5,3.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0,34.0,48.0,70.0,0.26,0.09,0.35,0.17,0.26,2.3,1.5,1.0,2.6,0.22,0.1,0.31,0.14,0.24
94309,2022-2023,Ligue1,Auxerre,Paul Joly,fr FRA,DF,22.0,10.0,867.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,41.0,48.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.5,0.01,0.03,0.05,0.01,0.05
94310,2022-2023,Ligue1,Auxerre,Akim Zedadka,dz ALG,DF,27.0,10.0,855.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,27.0,33.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.8,0.02,0.07,0.09,0.02,0.09
94311,2022-2023,Ligue1,Auxerre,Souleymane Touré,fr FRA,DF,19.0,9.0,797.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,6.0,27.0,3.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.7,0.06,0.02,0.08,0.06,0.08
94312,2022-2023,Ligue1,Auxerre,Ionuț Radu,ro ROU,GK,25.0,8.0,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94313,2022-2023,Ligue1,Auxerre,Quentin Bernard,fr FRA,DF,33.0,7.0,630.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,27.0,14.0,0.0,0.14,0.14,0.0,0.14,0.0,0.0,0.6,0.6,0.0,0.08,0.08,0.0,0.08
94314,2022-2023,Ligue1,Auxerre,Youssouf M'Changama,km COM,MF,32.0,6.0,646.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,33.0,26.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.8,1.1,0.04,0.11,0.15,0.04,0.15
94315,2022-2023,Ligue1,Auxerre,Alexandre Coeff,fr FRA,DF,31.0,6.0,586.0,6.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,9.0,0.0,0.15,0.15,0.0,0.15,0.1,0.1,0.3,0.4,0.01,0.05,0.06,0.01,0.06
94316,2022-2023,Ligue1,Auxerre,Han-Noah Massengo,fr FRA,MF,21.0,6.0,529.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.5,0.05,0.05,0.1,0.05,0.1
94317,2022-2023,Ligue1,Auxerre,Matthis Abline,fr FRA,FW,19.0,6.0,514.0,5.7,2.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,9.0,8.0,27.0,0.35,0.18,0.53,0.18,0.35,2.7,1.1,0.5,1.6,0.46,0.08,0.55,0.19,0.27
94318,2022-2023,Ligue1,Auxerre,Gaëtan Charbonnier,fr FRA,"FW,MF",34.0,3.0,254.0,2.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,11.0,18.0,0.35,0.0,0.35,0.35,0.35,0.6,0.6,0.2,0.7,0.21,0.05,0.26,0.21,0.26
94319,2022-2023,Ligue1,Auxerre,Brayann Pereira,fr FRA,DF,19.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94320,2022-2023,Ligue1,Auxerre,Siriki Dembélé,ci CIV,MF,26.0,2.0,179.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.6,0.1,0.25,0.34,0.1,0.34
94321,2022-2023,Ligue1,Auxerre,Dénys Bain,fr FRA,DF,29.0,1.0,126.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94322,2022-2023,Ligue1,Auxerre,Kenji-Van Boto,mg MAD,DF,27.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
94323,2022-2023,Ligue1,Auxerre,Kays Ruiz,ma MAR,MF,20.0,1.0,62.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94324,2022-2023,Ligue1,Auxerre,Rémy Dugimont,fr FRA,"FW,MF",36.0,0.0,108.0,1.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,8.0,12.0,0.0,0.83,0.83,0.0,0.83,0.1,0.1,0.3,0.4,0.1,0.23,0.33,0.1,0.33
94325,2022-2023,Ligue1,Auxerre,Ousmane Camara,gn GUI,"FW,MF",21.0,0.0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.19,0.83,1.01,0.19,1.01
94332,2022-2023,Ligue1,Ajaccio,Benjamin Leroy,fr FRA,GK,33.0,24.0,2078.0,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94333,2022-2023,Ligue1,Ajaccio,Mounaim El Idrissy,fr FRA,FW,24.0,22.0,1859.0,20.7,5.0,0.0,5.0,5.0,0.0,0.0,8.0,0.0,19.0,32.0,128.0,0.24,0.0,0.24,0.24,0.24,6.0,6.0,0.8,6.8,0.3,0.04,0.35,0.3,0.35
94334,2022-2023,Ligue1,Ajaccio,Vincent Marchetti,fr FRA,MF,25.0,22.0,1835.0,20.4,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,46.0,113.0,46.0,0.0,0.05,0.05,0.0,0.05,1.7,1.7,1.0,2.7,0.08,0.05,0.13,0.08,0.13
94335,2022-2023,Ligue1,Ajaccio,Mohamed Youssouf,km COM,DF,34.0,20.0,1836.0,20.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,40.0,78.0,68.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,1.1,0.01,0.05,0.06,0.01,0.06
94336,2022-2023,Ligue1,Ajaccio,Oumar Gonzalez,cm CMR,DF,25.0,20.0,1768.0,19.6,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,9.0,43.0,3.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.02,0.0,0.02,0.02,0.02
94337,2022-2023,Ligue1,Ajaccio,Cyrille Bayala,bf BFA,MF,26.0,20.0,1590.0,17.7,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,41.0,52.0,87.0,0.06,0.06,0.11,0.06,0.11,2.1,2.1,1.8,3.8,0.12,0.1,0.23,0.12,0.23
94338,2022-2023,Ligue1,Ajaccio,Ismael Diallo,ci CIV,DF,26.0,19.0,1706.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,31.0,57.0,16.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.6,0.01,0.02,0.03,0.01,0.03
94339,2022-2023,Ligue1,Ajaccio,Cédric Avinel,gp GLP,DF,36.0,16.0,1462.0,16.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,22.0,0.0,0.06,0.0,0.06,0.06,0.06,1.0,1.0,0.0,1.0,0.06,0.0,0.06,0.06,0.06
94340,2022-2023,Ligue1,Ajaccio,Mathieu Coutadeur,fr FRA,MF,36.0,14.0,1252.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,75.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.04,0.05,0.0,0.05
94341,2022-2023,Ligue1,Ajaccio,Youcef Belaïli,dz ALG,"MF,FW",30.0,13.0,1030.0,11.4,6.0,3.0,9.0,1.0,5.0,6.0,1.0,0.0,26.0,42.0,55.0,0.52,0.26,0.79,0.09,0.35,6.0,1.6,3.2,4.9,0.57,0.3,0.87,0.16,0.46
94342,2022-2023,Ligue1,Ajaccio,Riad Nouri,fr FRA,MF,37.0,12.0,1258.0,14.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,0.0,24.0,28.0,110.0,0.07,0.07,0.14,0.07,0.14,2.2,1.4,2.1,3.5,0.16,0.16,0.32,0.1,0.26
94343,2022-2023,Ligue1,Ajaccio,Clément Vidal,fr FRA,"DF,MF",22.0,12.0,1091.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.8,0.05,0.02,0.07,0.05,0.07
94344,2022-2023,Ligue1,Ajaccio,Mickaël Alphonse,gp GLP,DF,33.0,11.0,1041.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,35.0,27.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.9,0.04,0.04,0.08,0.04,0.08
94345,2022-2023,Ligue1,Ajaccio,Romain Hamouma,fr FRA,"FW,MF",35.0,11.0,852.0,9.5,2.0,2.0,4.0,2.0,0.0,0.0,5.0,2.0,25.0,37.0,82.0,0.21,0.21,0.42,0.21,0.42,2.8,2.8,2.2,5.0,0.3,0.23,0.52,0.3,0.52
94346,2022-2023,Ligue1,Ajaccio,Thomas Mangani,fr FRA,MF,35.0,9.0,895.0,9.9,1.0,1.0,2.0,0.0,1.0,2.0,3.0,0.0,9.0,72.0,12.0,0.1,0.1,0.2,0.0,0.1,1.9,0.3,1.6,1.9,0.19,0.16,0.35,0.03,0.19
94347,2022-2023,Ligue1,Ajaccio,Bevic Moussiti-Oko,cg CGO,FW,28.0,7.0,698.0,7.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,10.0,10.0,45.0,0.13,0.0,0.13,0.13,0.13,1.8,1.8,0.8,2.7,0.24,0.11,0.35,0.24,0.35
94348,2022-2023,Ligue1,Ajaccio,Youssouf Koné,ml MLI,DF,27.0,7.0,520.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
94349,2022-2023,Ligue1,Ajaccio,Mickaël Barreto,fr FRA,MF,32.0,6.0,625.0,6.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,13.0,31.0,31.0,0.0,0.14,0.14,0.0,0.14,0.3,0.3,1.3,1.6,0.04,0.22,0.27,0.04,0.27
94350,2022-2023,Ligue1,Ajaccio,Fernand Mayembo,cg CGO,DF,27.0,6.0,541.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.0,1.2,0.19,0.01,0.2,0.19,0.2
94351,2022-2023,Ligue1,Ajaccio,Kevin Spadanuda,ch SUI,"MF,FW",26.0,6.0,503.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,10.0,31.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.02,0.02,0.04,0.02,0.04
94352,2022-2023,Ligue1,Ajaccio,Yoann Touzghar,tn TUN,FW,36.0,5.0,390.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,21.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.06,0.01,0.06,0.06,0.06
94353,2022-2023,Ligue1,Ajaccio,Florian Chabrolle,fr FRA,MF,24.0,3.0,321.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02
94354,2022-2023,Ligue1,Ajaccio,Yanis Cimignani,fr FRA,"MF,DF",21.0,3.0,279.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.06,0.03,0.09,0.06,0.09
94355,2022-2023,Ligue1,Ajaccio,François-Joseph Sollacaro,fr FRA,GK,28.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94356,2022-2023,Ligue1,Ajaccio,Kouamé Botué,bf BFA,"FW,MF",20.0,2.0,229.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.1,1.3,0.48,0.05,0.53,0.48,0.53
94357,2022-2023,Ligue1,Ajaccio,Qazim Laçi,al ALB,MF,27.0,2.0,212.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.06,0.08,0.15,0.06,0.15
94358,2022-2023,Ligue1,Ajaccio,Moussa Soumano,fr FRA,"FW,MF",17.0,1.0,136.0,1.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.66,0.0,0.66,0.66,0.66,0.4,0.4,0.1,0.4,0.26,0.06,0.32,0.26,0.32
94359,2022-2023,Ligue1,Ajaccio,Moussa Djitte,sn SEN,FW,23.0,1.0,117.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1
94360,2022-2023,Ligue1,Ajaccio,Ghjuvanni Quilichini,fr FRA,GK,20.0,0.0,82.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94361,2022-2023,Ligue1,Ajaccio,Paolo Lebas,pt POR,MF,19.0,0.0,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94362,2022-2023,Ligue1,Ajaccio,Ruan Levine,br BRA,MF,24.0,0.0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.45,0.41,0.86,0.45,0.86
94363,2022-2023,Ligue1,Ajaccio,Mehdi Puch Herrantz,fr FRA,MF,19.0,0.0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.28,0.28,0.0,0.28
94364,2022-2023,Ligue1,Ajaccio,Anthony Khelifa,fr FRA,DF,17.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94369,2022-2023,Ligue1,Troyes,Erik Palmer-Brown,us USA,DF,25.0,25.0,2201.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.8,0.02,0.01,0.03,0.02,0.03
94370,2022-2023,Ligue1,Troyes,Yoann Salmier,gf GUF,DF,30.0,25.0,2147.0,23.9,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,18.0,88.0,6.0,0.04,0.0,0.04,0.04,0.04,1.1,1.1,0.2,1.3,0.05,0.01,0.05,0.05,0.05
94371,2022-2023,Ligue1,Troyes,Rominigue Kouamé,ml MLI,MF,26.0,22.0,1872.0,20.8,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,45.0,115.0,24.0,0.05,0.05,0.1,0.05,0.1,0.9,0.9,1.5,2.4,0.05,0.08,0.12,0.05,0.12
94372,2022-2023,Ligue1,Troyes,Mama Samba Baldé,gw GNB,FW,27.0,22.0,1859.0,20.7,10.0,3.0,13.0,9.0,1.0,1.0,5.0,2.0,36.0,36.0,112.0,0.48,0.15,0.63,0.44,0.58,7.7,6.9,1.8,8.7,0.38,0.09,0.47,0.34,0.43
94373,2022-2023,Ligue1,Troyes,Rony Lopes,pt POR,"MF,FW",27.0,21.0,1637.0,18.2,4.0,5.0,9.0,4.0,0.0,0.0,2.0,0.0,39.0,59.0,75.0,0.22,0.27,0.49,0.22,0.49,3.9,3.9,3.6,7.6,0.23,0.21,0.44,0.23,0.44
94374,2022-2023,Ligue1,Troyes,Gauthier Gallon,fr FRA,GK,29.0,20.0,1800.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94375,2022-2023,Ligue1,Troyes,Xavier Chavalerin,fr FRA,MF,32.0,19.0,1803.0,20.0,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,13.0,67.0,34.0,0.1,0.1,0.2,0.1,0.2,0.8,0.8,1.9,2.7,0.04,0.1,0.14,0.04,0.14
94376,2022-2023,Ligue1,Troyes,Thierno Balde,fr FRA,DF,20.0,18.0,1537.0,17.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,41.0,43.0,76.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.7,1.0,0.01,0.04,0.06,0.01,0.06
94377,2022-2023,Ligue1,Troyes,Jackson Porozo,ec ECU,DF,22.0,16.0,1472.0,16.4,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,5.0,24.0,3.0,0.12,0.0,0.12,0.12,0.12,2.6,2.6,0.1,2.7,0.16,0.01,0.17,0.16,0.17
94378,2022-2023,Ligue1,Troyes,Andreas Bruus,dk DEN,"DF,FW",24.0,14.0,1273.0,14.1,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,33.0,33.0,85.0,0.0,0.14,0.14,0.0,0.14,0.4,0.4,1.5,1.9,0.03,0.12,0.14,0.03,0.14
94379,2022-2023,Ligue1,Troyes,Yasser Larouci,dz ALG,"DF,FW",22.0,14.0,1187.0,13.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,53.0,43.0,83.0,0.08,0.0,0.08,0.08,0.08,0.4,0.4,1.3,1.6,0.03,0.1,0.12,0.03,0.12
94380,2022-2023,Ligue1,Troyes,Renaud Ripart,fr FRA,"FW,MF",29.0,13.0,1223.0,13.6,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,26.0,38.0,85.0,0.22,0.07,0.29,0.22,0.29,3.1,3.1,1.9,4.9,0.24,0.15,0.39,0.24,0.39
94381,2022-2023,Ligue1,Troyes,Wilson Odobert,fr FRA,"MF,FW",18.0,12.0,1177.0,13.1,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,47.0,31.0,90.0,0.23,0.15,0.38,0.23,0.38,1.6,1.6,1.1,2.7,0.13,0.09,0.22,0.13,0.22
94382,2022-2023,Ligue1,Troyes,Abdu Conté,pt POR,DF,24.0,12.0,1087.0,12.1,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,22.0,46.0,67.0,0.08,0.17,0.25,0.08,0.25,0.5,0.5,1.8,2.3,0.05,0.16,0.21,0.05,0.21
94383,2022-2023,Ligue1,Troyes,Florian Tardieu,fr FRA,MF,30.0,11.0,1008.0,11.2,3.0,0.0,3.0,0.0,3.0,3.0,2.0,0.0,20.0,83.0,17.0,0.27,0.0,0.27,0.0,0.0,2.9,0.5,1.0,1.5,0.26,0.09,0.35,0.05,0.14
94384,2022-2023,Ligue1,Troyes,Adil Rami,fr FRA,DF,37.0,9.0,836.0,9.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,12.0,2.0,0.0,0.11,0.11,0.0,0.11,0.3,0.3,0.5,0.9,0.04,0.07,0.1,0.04,0.1
94385,2022-2023,Ligue1,Troyes,Mateusz Lis,pl POL,GK,26.0,7.0,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94386,2022-2023,Ligue1,Troyes,Lucien Agoume,fr FRA,MF,21.0,7.0,556.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,44.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.7,1.0,0.04,0.11,0.16,0.04,0.16
94387,2022-2023,Ligue1,Troyes,Ike Ugbo,ca CAN,"FW,MF",24.0,5.0,439.0,4.9,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,16.0,0.41,0.21,0.62,0.41,0.62,1.7,1.7,0.3,2.0,0.35,0.07,0.43,0.35,0.43
94388,2022-2023,Ligue1,Troyes,Papa Ndiaga Yade,sn SEN,"DF,MF",23.0,4.0,386.0,4.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,21.0,12.0,31.0,0.0,0.23,0.23,0.0,0.23,0.5,0.5,0.9,1.4,0.12,0.21,0.33,0.12,0.33
94389,2022-2023,Ligue1,Troyes,Jeff Reine-Adélaïde,fr FRA,MF,25.0,1.0,103.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.22,0.0,0.22,0.22,0.22
94390,2022-2023,Ligue1,Troyes,Tristan Dingomé,cm CMR,MF,32.0,0.0,99.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.4,0.16,0.23,0.39,0.16,0.39
94391,2022-2023,Ligue1,Troyes,Mathis Hamdi,fr FRA,DF,19.0,0.0,69.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94392,2022-2023,Ligue1,Troyes,Alexis Tibidi,fr FRA,FW,19.0,0.0,64.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94393,2022-2023,Ligue1,Troyes,Kyliane Dong,fr FRA,"DF,MF",18.0,0.0,58.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.09,0.0,0.09,0.09,0.09
94394,2022-2023,Ligue1,Troyes,Banhie Zoukrou,fr FRA,DF,19.0,0.0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94395,2022-2023,Ligue1,Troyes,Amar Ahmed,se SWE,FW,19.0,0.0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94396,2022-2023,Ligue1,Troyes,Jordan Dongmo,cm CMR,MF,22.0,0.0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94397,2022-2023,Ligue1,Troyes,Marlos Moreno,co COL,"MF,DF",26.0,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94398,2022-2023,Ligue1,Troyes,Ante Palaversa,hr CRO,MF,22.0,0.0,10.0,0.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,9.0,9.0,0.5,0.5,0.0,0.5,4.57,0.0,4.57,4.57,4.57
