Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 21_level_0_Matches
2022-2023,Ligue1,Lorient,Yoann Cathline,fr FRA,"FW,MF",20-234,8.1,19.0,2.42,8.0,2.0,4.0,3.0,2.0,0.0,2.0,0.25,0.0,1.0,0.0,1.0,0.0,0.0,Matches
2022-2023,Ligue1,Lorient,Bamo Meïté,ci CIV,DF,21-266,7.8,2.0,0.3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Lorient,Jean-Victor Makengo,fr FRA,MF,24-274,5.8,10.0,2.06,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Lorient,Bamba Dieng,sn SEN,FW,22-355,4.0,5.0,1.43,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Lorient,Romain Faivre,fr FRA,FW,24-242,4.4,12.0,3.47,7.0,0.0,2.0,2.0,1.0,0.0,1.0,0.29,1.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Lorient,Armand Lauriente,fr FRA,FW,24-099,3.0,19.0,6.43,13.0,0.0,2.0,2.0,2.0,0.0,2.0,0.68,1.0,0.0,0.0,0.0,1.0,0.0,Matches
2022-2023,Ligue1,Lorient,Chrislain Matsima,fr FRA,"DF,MF",20-302,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Lorient,Igor Carioca,br BRA,"DF,MF",26-204,2.4,5.0,3.72,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Lorient,Quentin Boisgard,fr FRA,MF,25-361,2.0,9.0,4.38,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.49,1.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Lorient,Darlin Yongwa,cm CMR,"DF,FW",22-172,1.8,5.0,2.87,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Lorient,Adil Aouchiche,fr FRA,"MF,FW",20-241,1.1,4.0,3.53,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Lorient,Ckene Doucouré,km COM,"FW,MF",20-339,1.0,10.0,10.11,9.0,0.0,0.0,1.0,0.0,0.0,1.0,1.01,1.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Lorient,Adrian Grbić,at AUT,"MF,FW",26-221,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Lorient,Squad Total,,,25.8,27.0,516.0,19.11,366.0,37.0,44.0,30.0,30.0,9.0,61.0,2.26,36.0,6.0,9.0,3.0,5.0,2.0,
2022-2023,Ligue1,Lorient,Opponent Total,,,27.0,27.0,679.0,25.15,505.0,57.0,35.0,41.0,27.0,14.0,59.0,2.19,41.0,3.0,7.0,3.0,3.0,2.0,
2022-2023,Ligue1,Lyon,Nicolás Tagliafico,ar ARG,DF,30-194,24.7,49.0,2.06,39.0,4.0,0.0,3.0,2.0,1.0,5.0,0.21,4.0,1.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Lyon,Castello Lukeba,fr FRA,DF,20-086,23.2,15.0,0.68,15.0,0.0,0.0,0.0,0.0,0.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Lyon,Alexandre Lacazette,fr FRA,FW,31-289,22.1,79.0,3.61,58.0,1.0,6.0,5.0,8.0,1.0,7.0,0.32,6.0,0.0,0.0,0.0,1.0,0.0,Matches
2022-2023,Ligue1,Lyon,Anthony Lopes,pt POR,GK,32-163,21.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Lyon,Maxence Caqueret,fr FRA,MF,23-026,21.3,74.0,3.65,55.0,6.0,6.0,3.0,3.0,1.0,10.0,0.49,7.0,0.0,1.0,1.0,0.0,1.0,Matches
2022-2023,Ligue1,Lyon,Thiago Mendes,br BRA,"MF,DF",30-363,17.7,21.0,1.18,20.0,0.0,0.0,1.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Lyon,Malo Gusto,fr FRA,DF,19-298,16.0,46.0,2.87,38.0,2.0,4.0,0.0,2.0,0.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Lyon,Johann Lepenant,fr FRA,MF,20-142,16.7,28.0,1.78,22.0,0.0,0.0,2.0,3.0,1.0,3.0,0.19,2.0,0.0,0.0,0.0,1.0,0.0,Matches
2022-2023,Ligue1,Lyon,Corentin Tolisso,fr FRA,MF,28-222,13.7,48.0,3.77,41.0,3.0,0.0,1.0,3.0,0.0,5.0,0.39,5.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Lyon,Karl Toko Ekambi,cm CMR,"FW,MF",30-180,15.0,47.0,3.13,39.0,0.0,4.0,3.0,1.0,0.0,2.0,0.13,2.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Lyon,Sinaly Diomande,ci CIV,DF,21-338,14.4,8.0,0.59,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.07,0.0,1.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Lyon,Tetê,br BRA,"FW,MF",23-026,12.3,30.0,2.44,20.0,4.0,2.0,3.0,1.0,0.0,7.0,0.57,4.0,0.0,1.0,1.0,1.0,0.0,Matches
2022-2023,Ligue1,Lyon,Rayan Cherki,fr FRA,"MF,FW",19-208,12.1,86.0,7.59,48.0,21.0,13.0,3.0,1.0,0.0,8.0,0.71,5.0,1.0,1.0,1.0,0.0,0.0,Matches
2022-2023,Ligue1,Lyon,Dejan Lovren,hr CRO,DF,33-251,9.7,7.0,0.8,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Lyon,Moussa Dembélé,fr FRA,FW,26-244,9.1,13.0,1.45,11.0,0.0,1.0,0.0,0.0,1.0,2.0,0.22,2.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Lyon,Bradley Barcola,fr FRA,"FW,MF",20-192,7.6,12.0,1.81,9.0,0.0,1.0,1.0,0.0,1.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Lyon,Sael Kumbedi,fr FRA,DF,17-352,6.9,9.0,1.35,6.0,1.0,1.0,1.0,0.0,0.0,2.0,0.3,1.0,1.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Lyon,Houssem Aouar,fr FRA,MF,24-256,4.8,11.0,2.31,7.0,0.0,2.0,2.0,0.0,0.0,2.0,0.42,2.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Lyon,Rémy Riou,fr FRA,GK,35-219,5.7,1.0,0.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Lyon,Jérôme Boateng,de GER,DF,34-191,3.5,2.0,0.57,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Lyon,Amin Sarr,se SWE,FW,22-002,3.9,2.0,0.68,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Lyon,Damien Da Silva,fr FRA,DF,34-300,3.8,1.0,0.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Lyon,Romain Faivre,fr FRA,MF,24-242,3.3,13.0,3.87,10.0,3.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0,1.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Lyon,Lucas Paquetá,br BRA,MF,25-198,1.8,9.0,5.09,5.0,0.0,1.0,1.0,0.0,2.0,1.0,0.57,0.0,0.0,0.0,1.0,0.0,0.0,Matches
2022-2023,Ligue1,Lyon,Jeff Reine-Adélaïde,fr FRA,MF,25-055,3.7,20.0,5.36,16.0,1.0,1.0,1.0,0.0,1.0,2.0,0.54,2.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Lyon,Henrique,br BRA,DF,28-322,1.5,2.0,1.38,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Lyon,Jefferson,br BRA,FW,23-073,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Lyon,Mohamed El Arouch,fr FRA,MF,18-341,0.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Lyon,Squad Total,,,26.3,27.0,634.0,23.48,477.0,47.0,42.0,33.0,26.0,9.0,64.0,2.37,48.0,5.0,3.0,4.0,3.0,1.0,
2022-2023,Ligue1,Lyon,Opponent Total,,,26.9,27.0,475.0,17.59,350.0,44.0,25.0,25.0,23.0,8.0,47.0,1.74,30.0,5.0,3.0,3.0,6.0,0.0,
2022-2023,Ligue1,Toulouse,Maxime Dupé,fr FRA,GK,30-009,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Toulouse,Stijn Spierings,nl NED,MF,27-001,27.0,39.0,1.5,36.0,0.0,1.0,0.0,2.0,0.0,5.0,0.19,3.0,0.0,1.0,0.0,1.0,0.0,Matches
2022-2023,Ligue1,Toulouse,Anthony Rouault,fr FRA,DF,21-288,26.9,9.0,0.35,6.0,0.0,0.0,2.0,0.0,1.0,1.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0,Matches
2022-2023,Ligue1,Toulouse,Rasmus Nicolaisen,dk DEN,DF,25-362,25.3,9.0,0.37,8.0,0.0,0.0,1.0,0.0,0.0,3.0,0.12,3.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Toulouse,Branco van den Boomen,nl NED,MF,27-235,25.1,115.0,4.77,66.0,40.0,0.0,8.0,1.0,0.0,18.0,0.75,13.0,3.0,0.0,2.0,0.0,0.0,Matches
2022-2023,Ligue1,Toulouse,Zakaria Aboukhlal,ma MAR,"FW,MF",23-023,21.2,51.0,2.51,31.0,0.0,5.0,6.0,8.0,1.0,5.0,0.25,3.0,0.0,1.0,0.0,1.0,0.0,Matches
2022-2023,Ligue1,Toulouse,Brecht Dejaegere,be BEL,MF,31-288,17.2,37.0,2.27,30.0,0.0,4.0,1.0,2.0,0.0,6.0,0.37,4.0,0.0,1.0,1.0,0.0,0.0,Matches
2022-2023,Ligue1,Toulouse,Thijs Dallinga,nl NED,FW,22-222,17.5,30.0,1.82,24.0,0.0,1.0,4.0,1.0,0.0,3.0,0.18,2.0,0.0,0.0,1.0,0.0,0.0,Matches
2022-2023,Ligue1,Toulouse,Rafael Ratão,br BRA,FW,27-103,15.3,45.0,3.04,36.0,0.0,2.0,5.0,1.0,1.0,2.0,0.14,2.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Toulouse,Mikkel Desler,dk DEN,DF,28-022,18.4,34.0,1.96,28.0,1.0,2.0,3.0,0.0,0.0,5.0,0.29,5.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Toulouse,Fares Chaïbi,fr FRA,"FW,MF",20-105,18.2,41.0,2.31,35.0,0.0,2.0,4.0,0.0,0.0,6.0,0.34,4.0,0.0,0.0,2.0,0.0,0.0,Matches
2022-2023,Ligue1,Toulouse,Issiaga Sylla,gn GUI,DF,29-071,15.2,30.0,1.97,20.0,5.0,2.0,1.0,2.0,0.0,5.0,0.33,2.0,2.0,0.0,0.0,1.0,0.0,Matches
2022-2023,Ligue1,Toulouse,Moussa Diarra,ml MLI,DF,22-123,11.6,15.0,1.31,14.0,0.0,0.0,0.0,1.0,0.0,3.0,0.26,3.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Toulouse,Gabriel Suazo,cl CHI,DF,25-216,5.8,10.0,2.01,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Toulouse,Ado Onaiwu,jp JPN,FW,27-125,7.7,13.0,1.73,11.0,0.0,0.0,0.0,2.0,0.0,1.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Toulouse,Kévin Keben Biakolo,cm CMR,DF,19-046,3.4,3.0,0.89,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Toulouse,Veljko Birmančević,rs SRB,"FW,MF",25-008,3.6,9.0,2.48,6.0,0.0,0.0,0.0,3.0,0.0,2.0,0.55,1.0,0.0,0.0,0.0,1.0,0.0,Matches
2022-2023,Ligue1,Toulouse,Oliver Zandén,se SWE,"DF,MF",21-211,1.6,4.0,2.47,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Toulouse,Christian Mawissa,fr FRA,DF,17-329,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Toulouse,Waren Kamanzi,no NOR,DF,22-122,1.0,1.0,0.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Toulouse,Nathan N'Goumou,fr FRA,FW,22-364,1.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Toulouse,Yanis Begraoui,fr FRA,"FW,MF",21-252,0.7,2.0,2.77,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Toulouse,Denis Genreau,au AUS,MF,23-296,1.6,6.0,3.7,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.62,1.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Toulouse,Saïd Hamulic,nl NED,FW,22-121,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Toulouse,Rhys Healey,wls WAL,FW,28-097,0.7,2.0,2.95,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Toulouse,Logan Costa,cv CPV,DF,21-346,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Toulouse,Vincent Sierro,ch SUI,"FW,MF",27-156,0.6,2.0,3.33,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Toulouse,Naatan Skyttä,fi FIN,MF,20-310,0.3,3.0,11.74,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.91,1.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Toulouse,Theocharis Tsingaras,gr GRE,MF,22-205,0.1,1.0,12.86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Toulouse,Squad Total,,,25.8,27.0,514.0,19.04,382.0,48.0,21.0,36.0,23.0,4.0,68.0,2.52,49.0,5.0,3.0,7.0,4.0,0.0,
2022-2023,Ligue1,Toulouse,Opponent Total,,,27.0,27.0,649.0,24.04,480.0,41.0,43.0,37.0,34.0,14.0,73.0,2.7,51.0,1.0,7.0,8.0,5.0,1.0,
2022-2023,Ligue1,Clermont Foot,Mory Diaw,sn SEN,GK,29-264,27.0,4.0,0.15,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Clermont Foot,Mateusz Wieteska,pl POL,DF,26-030,26.0,15.0,0.6,11.0,0.0,1.0,3.0,0.0,0.0,2.0,0.08,0.0,0.0,0.0,2.0,0.0,0.0,Matches
2022-2023,Ligue1,Clermont Foot,Neto Borges,br BRA,DF,26-181,23.0,54.0,2.45,49.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Clermont Foot,Yohann Magnin,fr FRA,"MF,DF",25-265,22.5,39.0,1.82,31.0,0.0,1.0,1.0,2.0,4.0,3.0,0.14,3.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Clermont Foot,Alidu Seidu,gh GHA,DF,22-282,19.5,19.0,0.98,12.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Clermont Foot,Johan Gastien,fr FRA,MF,35-047,17.9,44.0,2.5,29.0,13.0,0.0,2.0,0.0,0.0,7.0,0.4,3.0,4.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Clermont Foot,Saîf-Eddine Khaoui,tn TUN,MF,27-320,17.7,57.0,3.22,33.0,11.0,3.0,5.0,5.0,0.0,5.0,0.28,2.0,0.0,1.0,2.0,0.0,0.0,Matches
2022-2023,Ligue1,Clermont Foot,Jim Allevinah,ga GAB,"DF,FW",28-014,17.4,33.0,2.01,26.0,1.0,3.0,1.0,2.0,0.0,1.0,0.06,0.0,0.0,0.0,1.0,0.0,0.0,Matches
2022-2023,Ligue1,Clermont Foot,Muhammed Saracevic Cham,at AUT,MF,22-168,16.1,46.0,2.99,33.0,8.0,0.0,4.0,1.0,0.0,3.0,0.19,3.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Clermont Foot,Elba Rashani,xk KVX,"MF,DF",29-308,16.0,24.0,1.5,17.0,0.0,2.0,3.0,2.0,0.0,2.0,0.12,1.0,0.0,0.0,1.0,0.0,0.0,Matches
2022-2023,Ligue1,Clermont Foot,Maximiliano Caufriez,be BEL,DF,26-025,15.4,8.0,0.52,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Clermont Foot,Komnen Andrić,rs SRB,FW,27-255,15.2,30.0,2.07,25.0,0.0,1.0,2.0,2.0,0.0,4.0,0.28,2.0,0.0,0.0,2.0,0.0,0.0,Matches
2022-2023,Ligue1,Clermont Foot,Grejohn Kyei,fr FRA,FW,27-213,14.7,21.0,1.46,11.0,0.0,5.0,3.0,2.0,0.0,5.0,0.35,2.0,0.0,2.0,1.0,0.0,0.0,Matches
2022-2023,Ligue1,Clermont Foot,Florent Ogier,fr FRA,DF,33-357,14.5,11.0,0.82,9.0,2.0,0.0,0.0,0.0,0.0,3.0,0.22,3.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Clermont Foot,Maxime Gonalons,fr FRA,MF,34-003,8.7,8.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Clermont Foot,Jérémie Bela,ao ANG,"DF,MF",29-339,7.5,9.0,1.26,7.0,0.0,1.0,0.0,1.0,0.0,3.0,0.42,1.0,0.0,1.0,0.0,1.0,0.0,Matches
2022-2023,Ligue1,Clermont Foot,Cheick Konaté,ci CIV,DF,19-010,4.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Clermont Foot,Aïman Maurer,ma MAR,MF,18-169,3.7,4.0,1.42,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Clermont Foot,Jodel Dossou,bj BEN,"MF,DF",30-361,2.9,5.0,1.74,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Clermont Foot,Arial Mendy,sn SEN,DF,28-126,2.5,5.0,2.03,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Clermont Foot,Mehdi Zeffane,dz ALG,"DF,MF",30-298,1.5,5.0,3.31,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Clermont Foot,Baila Diallo,fr FRA,"DF,MF",21-262,0.9,2.0,2.86,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Clermont Foot,Yanis Massolin,fr FRA,MF,20-174,0.7,1.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Clermont Foot,Brandon Baiye,be BEL,MF,22-076,0.6,2.0,3.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Clermont Foot,Souleymane Cissé,fr FRA,DF,20-217,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Clermont Foot,Jason Berthomier,fr FRA,MF,33-066,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Clermont Foot,Jean-Claude Billong,cm CMR,MF,29-075,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Clermont Foot,Squad Total,,,27.7,27.0,449.0,16.63,331.0,40.0,21.0,27.0,25.0,5.0,39.0,1.44,21.0,4.0,4.0,9.0,1.0,0.0,
2022-2023,Ligue1,Clermont Foot,Opponent Total,,,27.0,27.0,595.0,22.04,420.0,48.0,41.0,37.0,38.0,11.0,57.0,2.11,33.0,4.0,6.0,7.0,7.0,0.0,
2022-2023,Ligue1,Montpellier,Jordan Ferri,fr FRA,MF,31-001,21.6,41.0,1.99,38.0,0.0,0.0,1.0,2.0,0.0,5.0,0.24,5.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Montpellier,Téji Savanier,fr FRA,MF,31-081,21.0,93.0,4.65,49.0,28.0,7.0,0.0,9.0,0.0,6.0,0.3,3.0,2.0,0.0,0.0,1.0,0.0,Matches
2022-2023,Ligue1,Montpellier,Christopher Jullien,fr FRA,DF,29-356,20.9,14.0,0.7,12.0,1.0,0.0,1.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Montpellier,Sepe Elye Wahi,fr FRA,FW,20-070,19.5,31.0,1.62,18.0,0.0,1.0,5.0,6.0,1.0,5.0,0.26,1.0,0.0,0.0,3.0,1.0,0.0,Matches
2022-2023,Ligue1,Montpellier,Falaye Sacko,ml MLI,DF,27-316,19.0,21.0,1.17,19.0,1.0,1.0,0.0,0.0,0.0,3.0,0.17,3.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Montpellier,Faitout Maouassa,fr FRA,"DF,FW",24-250,17.3,43.0,2.61,31.0,5.0,3.0,2.0,1.0,1.0,8.0,0.49,8.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Montpellier,Arnaud Nordin,fr FRA,"FW,MF",24-269,16.5,32.0,2.02,18.0,1.0,0.0,6.0,6.0,1.0,6.0,0.38,5.0,0.0,0.0,0.0,1.0,0.0,Matches
2022-2023,Ligue1,Montpellier,Joris Chotard,fr FRA,MF,21-170,18.0,22.0,1.29,18.0,1.0,1.0,0.0,1.0,1.0,4.0,0.24,4.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Montpellier,Maxime Estève,fr FRA,DF,20-291,15.1,7.0,0.46,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Montpellier,Nicolas Cozza,fr FRA,DF,24-064,14.2,18.0,1.27,15.0,0.0,1.0,1.0,1.0,0.0,2.0,0.14,2.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Montpellier,Jonas Omlin,ch SUI,GK,29-062,13.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Montpellier,Wahbi Khazri,tn TUN,"FW,MF",32-033,12.3,26.0,2.23,12.0,4.0,2.0,4.0,3.0,1.0,6.0,0.52,2.0,0.0,0.0,3.0,1.0,0.0,Matches
2022-2023,Ligue1,Montpellier,Stephy Mavididi,eng ENG,FW,24-286,9.7,18.0,1.93,9.0,0.0,3.0,3.0,3.0,0.0,3.0,0.32,2.0,0.0,1.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Montpellier,Enzo Tchato,cm CMR,DF,20-110,10.6,20.0,1.9,17.0,0.0,1.0,0.0,1.0,1.0,2.0,0.19,2.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Montpellier,Léo Leroy,fr FRA,MF,23-027,9.1,20.0,2.2,15.0,0.0,1.0,2.0,1.0,1.0,6.0,0.66,6.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Montpellier,Benjamin Lecomte,fr FRA,GK,31-321,8.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
2022-2023,Ligue1,Montpellier,Boubakar Kouyaté,ml MLI,DF,25-332,6.8,5.0,0.87,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
