,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
2352,Renato Sanches,pt POR,MF,Paris S-G,fr Ligue 1,24,1997,8.0,2,14,6,42.9,1.76,0.75,0.14,0.33,17.9,0.0,0,0,1.1,1.1,0.08,0.9,0.9
2353,Alexis Sánchez,cl CHI,"FW,MF",Marseille,fr Ligue 1,33,1988,29.8,14,63,29,46.0,2.12,0.97,0.19,0.41,15.2,5.0,2,3,12.6,10.2,0.17,1.4,1.8
2354,Antonio Sánchez,es ESP,"MF,DF",Mallorca,es La Liga,25,1997,12.0,0,12,5,41.7,1.0,0.42,0.0,0.0,22.5,0.0,0,0,0.6,0.6,0.05,-0.6,-0.6
2355,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,26,1996,9.5,0,6,2,33.3,0.63,0.21,0.0,0.0,12.2,0.0,0,0,0.6,0.6,0.11,-0.6,-0.6
2356,Iván Sánchez,es ESP,"MF,FW",Valladolid,es La Liga,29,1992,12.8,1,17,7,41.2,1.33,0.55,0.06,0.14,22.6,0.0,0,0,0.8,0.8,0.05,0.2,0.2
2357,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,25,1997,26.6,1,9,2,22.2,0.34,0.08,0.11,0.5,17.9,1.0,0,0,0.7,0.7,0.08,0.3,0.3
2358,Manu Sánchez,es ESP,DF,Osasuna,es La Liga,21,2000,23.6,0,10,3,30.0,0.42,0.13,0.0,0.0,20.8,0.0,0,0,0.8,0.8,0.08,-0.8,-0.8
2360,Jadon Sancho,eng ENG,"FW,MF",Manchester Utd,eng Premier League,22,2000,18.7,6,21,9,42.9,1.12,0.48,0.29,0.67,14.1,0.0,0,0,4.2,4.2,0.2,1.8,1.8
2361,Alex Sandro,br BRA,DF,Juventus,it Serie A,31,1991,19.9,0,5,0,0.0,0.25,0.0,0.0,,22.7,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2
2362,Leroy Sané,de GER,"MF,FW",Bayern Munich,de Bundesliga,26,1996,22.3,8,78,29,37.2,3.49,1.3,0.1,0.28,19.7,6.0,0,0,8.5,8.5,0.11,-0.5,-0.5
2363,Sidi Sané,de GER,FW,Schalke 04,de Bundesliga,19,2003,0.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2364,Morgan Sanson,fr FRA,MF,Aston Villa,eng Premier League,27,1994,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2365,Morgan Sanson,fr FRA,MF,Strasbourg,fr Ligue 1,27,1994,15.8,1,32,8,25.0,2.03,0.51,0.03,0.13,19.7,1.0,0,0,3.1,3.1,0.1,-2.1,-2.1
2366,Nicola Sansone,it ITA,FW,Bologna,it Serie A,30,1991,8.2,4,22,8,36.4,2.68,0.97,0.18,0.5,18.0,2.0,0,0,2.8,2.8,0.13,1.2,1.2
2367,Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,27,1995,20.1,2,19,8,42.1,0.94,0.4,0.11,0.25,23.2,0.0,0,0,1.1,1.1,0.06,0.9,0.9
2368,Riccardo Saponara,it ITA,FW,Fiorentina,it Serie A,30,1991,13.4,4,37,13,35.1,2.76,0.97,0.11,0.31,19.4,0.0,0,0,2.8,2.8,0.08,1.2,1.2
2369,Pablo Sarabia,es ESP,"FW,MF",Wolves,eng Premier League,30,1992,8.5,1,20,5,25.0,2.35,0.59,0.05,0.2,14.8,1.0,0,0,3.1,3.1,0.15,-2.1,-2.1
2370,Pablo Sarabia,es ESP,"FW,MF",Paris S-G,fr Ligue 1,30,1992,4.1,0,6,2,33.3,1.46,0.49,0.0,0.0,10.4,0.0,0,0,1.3,1.3,0.22,-1.3,-1.3
2371,Muhammed Saracevic Cham,at AUT,MF,Clermont Foot,fr Ligue 1,21,2000,21.9,7,51,19,37.3,2.33,0.87,0.1,0.26,20.6,7.0,2,2,6.0,4.4,0.09,1.0,0.6
2372,Jeremy Sarmiento,ec ECU,MF,Brighton,eng Premier League,20,2002,2.0,0,5,2,40.0,2.56,1.02,0.0,0.0,20.5,0.0,0,0,0.3,0.3,0.07,-0.3,-0.3
2373,Amin Sarr,se SWE,FW,Lyon,fr Ligue 1,21,2001,6.0,1,6,5,83.3,1.01,0.84,0.17,0.2,12.7,0.0,0,0,1.2,1.2,0.2,-0.2,-0.2
2374,Bouna Sarr,sn SEN,FW,Bayern Munich,de Bundesliga,30,1992,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2375,Malang Sarr,fr FRA,DF,Monaco,fr Ligue 1,23,1999,8.0,0,1,0,0.0,0.13,0.0,0.0,,12.5,0.0,0,0,0.0,0.0,0.02,0.0,0.0
2376,Mamadou Sarr,fr FRA,MF,Lyon,fr Ligue 1,16,2005,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2377,Mouhamadou Sarr,sn SEN,GK,Cremonese,it Serie A,25,1997,2.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2378,Martin Satriano,uy URU,FW,Empoli,it Serie A,21,2001,18.9,2,38,10,26.3,2.01,0.53,0.05,0.2,15.3,0.0,0,0,3.9,3.9,0.1,-1.9,-1.9
2379,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,30,1991,28.3,12,58,24,41.4,2.05,0.85,0.1,0.25,27.0,19.0,6,6,8.6,3.8,0.07,3.4,2.2
2380,Esteban Saveljich,me MNE,FW,Rayo Vallecano,es La Liga,31,1991,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2381,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,31,1991,21.6,0,2,1,50.0,0.09,0.05,0.0,0.0,13.0,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2
2382,Joe Scally,us USA,DF,M'Gladbach,de Bundesliga,19,2002,24.5,0,7,1,14.3,0.29,0.04,0.0,0.0,17.6,0.0,0,0,0.5,0.5,0.07,-0.5,-0.5
2383,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,18,2003,25.9,2,17,4,23.5,0.66,0.15,0.12,0.5,11.2,0.0,0,0,2.0,2.0,0.12,0.0,0.0
2384,Gianluca Scamacca,it ITA,FW,West Ham,eng Premier League,23,1999,10.3,3,30,10,33.3,2.92,0.97,0.1,0.3,18.7,1.0,0,0,2.5,2.5,0.08,0.5,0.5
2385,Gustavo Scarpa,br BRA,"MF,FW",Nott'ham Forest,eng Premier League,28,1994,2.0,0,7,1,14.3,3.48,0.5,0.0,0.0,26.9,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3
2386,Kevin Schade,de GER,FW,Brentford,eng Premier League,20,2001,8.1,0,12,4,33.3,1.48,0.49,0.0,0.0,11.9,0.0,0,0,2.1,2.1,0.18,-2.1,-2.1
2387,Kevin Schade,de GER,"FW,MF",Freiburg,de Bundesliga,20,2001,2.0,1,4,1,25.0,1.98,0.49,0.25,1.0,15.0,0.0,0,0,0.2,0.2,0.06,0.8,0.8
2388,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,23,1999,9.6,0,7,1,14.3,0.73,0.1,0.0,0.0,23.5,0.0,0,0,0.4,0.4,0.06,-0.4,-0.4
2389,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,30,1991,35.6,1,56,14,25.0,1.57,0.39,0.02,0.07,14.4,3.0,0,0,4.9,4.9,0.09,-3.9,-3.9
2390,Derry Scherhant,de GER,"FW,MF",Hertha BSC,de Bundesliga,19,2002,3.2,1,4,1,25.0,1.26,0.32,0.25,1.0,15.9,0.0,0,0,0.2,0.2,0.05,0.8,0.8
2391,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,26,1996,10.5,3,34,14,41.2,3.25,1.34,0.09,0.21,12.8,1.0,0,0,4.6,4.6,0.14,-1.6,-1.6
2392,Kingsley Schindler,gh GHA,"DF,MF",Köln,de Bundesliga,29,1993,12.1,0,11,4,36.4,0.91,0.33,0.0,0.0,12.8,0.0,0,0,2.2,2.2,0.2,-2.2,-2.2
2393,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,24,1997,16.7,1,5,1,20.0,0.3,0.06,0.2,1.0,23.6,0.0,0,0,0.3,0.3,0.06,0.7,0.7
2394,Keven Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,25,1997,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2395,Keven Schlotterbeck,de GER,DF,Bochum,de Bundesliga,25,1997,8.2,2,8,4,50.0,0.98,0.49,0.25,0.5,12.0,0.0,0,0,1.6,1.6,0.2,0.4,0.4
2396,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,22,1999,25.0,4,18,6,33.3,0.72,0.24,0.22,0.67,16.9,0.0,0,0,1.6,1.6,0.09,2.4,2.4
2397,Jeffrey Schlupp,gh GHA,"MF,FW",Crystal Palace,eng Premier League,29,1992,28.1,3,28,9,32.1,1.0,0.32,0.11,0.33,17.5,0.0,0,0,3.2,3.2,0.12,-0.2,-0.2
2398,Kasper Schmeichel,dk DEN,GK,Nice,fr Ligue 1,35,1986,36.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2399,Jonathan Schmid,fr FRA,DF,Freiburg,de Bundesliga,32,1990,0.5,0,1,1,100.0,2.2,2.2,0.0,0.0,13.9,0.0,0,0,0.3,0.3,0.3,-0.3,-0.3
2400,Romano Schmid,at AUT,"MF,FW",Werder Bremen,de Bundesliga,22,2000,16.9,1,18,3,16.7,1.07,0.18,0.06,0.33,21.4,0.0,0,0,1.5,1.5,0.08,-0.5,-0.5
2401,Kenneth Schmidt,de GER,DF,Freiburg,de Bundesliga,20,2002,2.8,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2402,Niklas Schmidt,de GER,MF,Werder Bremen,de Bundesliga,24,1998,12.1,3,21,9,42.9,1.74,0.75,0.14,0.33,21.3,2.0,0,0,1.6,1.6,0.08,1.4,1.4
2403,Benno Schmitz,de GER,DF,Köln,de Bundesliga,27,1994,26.9,1,10,2,20.0,0.37,0.07,0.1,0.5,19.5,0.0,0,0,0.4,0.4,0.04,0.6,0.6
2404,Jerdy Schouten,nl NED,MF,Bologna,it Serie A,25,1997,27.9,0,8,2,25.0,0.29,0.07,0.0,0.0,18.0,0.0,0,0,0.4,0.4,0.05,-0.4,-0.4
2405,Perr Schuurs,nl NED,DF,Torino,it Serie A,22,1999,25.8,0,14,1,7.1,0.54,0.04,0.0,0.0,14.9,2.0,0,0,0.9,0.9,0.07,-0.9,-0.9
2406,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,27,1995,34.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2407,Alexander Schwolow,de GER,GK,Schalke 04,de Bundesliga,30,1992,22.6,0,1,0,0.0,0.04,0.0,0.0,,5.5,0.0,0,0,0.1,0.1,0.08,-0.1,-0.1
2408,Manuel Sebastián,es ESP,MF,Sevilla,es La Liga,18,2004,1.7,0,1,1,100.0,0.6,0.6,0.0,0.0,29.2,0.0,0,0,0.0,0.0,0.02,0.0,0.0
2409,Demba Seck,sn SEN,"MF,FW",Torino,it Serie A,21,2001,5.8,0,10,3,30.0,1.73,0.52,0.0,0.0,16.0,0.0,0,0,0.6,0.6,0.06,-0.6,-0.6
2410,Haris Seferović,ch SUI,FW,Celta Vigo,es La Liga,30,1992,9.9,3,13,7,53.8,1.32,0.71,0.23,0.43,11.0,0.0,0,0,1.8,1.8,0.14,1.2,1.2
2411,Telasco Segovia,ve VEN,MF,Sampdoria,it Serie A,19,2003,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2412,Jacopo Segre,it ITA,DF,Torino,it Serie A,25,1997,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2413,Paul Seguin,de GER,MF,Union Berlin,de Bundesliga,27,1995,7.7,1,15,4,26.7,1.95,0.52,0.07,0.25,23.1,0.0,0,0,1.2,1.2,0.08,-0.2,-0.2
2414,Alidu Seidu,gh GHA,DF,Clermont Foot,fr Ligue 1,22,2000,27.3,0,6,2,33.3,0.22,0.07,0.0,0.0,32.6,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1
2415,Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,27,1995,3.1,1,5,3,60.0,1.6,0.96,0.0,0.0,17.6,0.0,1,1,1.2,0.4,0.08,-0.2,-0.4
2416,Davie Selke,de GER,FW,Köln,de Bundesliga,27,1995,9.7,5,28,15,53.6,2.9,1.55,0.18,0.33,11.5,0.0,0,0,3.4,3.4,0.12,1.6,1.6
2417,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,30,1992,38.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2418,Nélson Semedo,pt POR,DF,Wolves,eng Premier League,28,1993,29.2,0,9,0,0.0,0.31,0.0,0.0,,20.5,0.0,0,0,0.4,0.4,0.05,-0.4,-0.4
2419,Vivaldo Semedo,pt POR,"FW,MF",Udinese,it Serie A,17,2005,0.4,0,1,0,0.0,2.5,0.0,0.0,,11.6,0.0,0,0,0.1,0.1,0.1,-0.1,-0.1
2420,Antoine Semenyo,gh GHA,"FW,MF",Bournemouth,eng Premier League,22,2000,2.9,1,3,1,33.3,1.05,0.35,0.33,1.0,17.2,0.0,0,0,0.3,0.3,0.09,0.7,0.7
2421,Marvin Senaya,tg TOG,DF,Strasbourg,fr Ligue 1,21,2001,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2422,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,25,1997,27.7,2,8,2,25.0,0.29,0.07,0.25,1.0,9.1,0.0,0,0,1.6,1.6,0.2,0.4,0.4
2423,Stefano Sensi,it ITA,MF,Monza,it Serie A,26,1995,18.0,3,18,7,38.9,1.0,0.39,0.17,0.43,24.8,4.0,0,0,1.4,1.4,0.08,1.6,1.6
2424,Jaime Seoane,es ESP,"MF,FW",Getafe,es La Liga,25,1997,3.6,0,2,0,0.0,0.55,0.0,0.0,,21.7,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1
2425,Luigi Sepe,it ITA,GK,Salernitana,it Serie A,31,1991,17.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2426,Suat Serdar,de GER,MF,Hertha BSC,de Bundesliga,25,1997,22.5,4,23,7,30.4,1.02,0.31,0.17,0.57,19.3,0.0,0,0,1.9,1.9,0.08,2.1,2.1
2427,Leonardo Sernicola,it ITA,DF,Cremonese,it Serie A,25,1997,25.7,2,25,5,20.0,0.97,0.19,0.08,0.4,21.3,0.0,0,0,1.3,1.3,0.05,0.7,0.7
2428,Ryan Sessegnon,eng ENG,DF,Tottenham,eng Premier League,22,2000,9.0,2,18,6,33.3,1.99,0.66,0.11,0.33,14.6,0.0,0,0,1.6,1.6,0.09,0.4,0.4
2429,Stephan El Shaarawy,it ITA,"DF,MF",Roma,it Serie A,29,1992,16.9,7,42,19,45.2,2.48,1.12,0.17,0.37,19.2,0.0,0,0,5.5,5.5,0.13,1.5,1.5
2430,Eniss Shabani,de GER,MF,Mainz 05,de Bundesliga,19,2003,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2431,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,27,1995,28.4,1,14,4,28.6,0.49,0.14,0.07,0.25,18.7,1.0,0,0,1.1,1.1,0.08,-0.1,-0.1
2432,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,30,1992,0.4,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2433,Jonjo Shelvey,eng ENG,MF,Nott'ham Forest,eng Premier League,30,1992,6.0,0,6,0,0.0,1.0,0.0,0.0,,24.4,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2
2434,Eldor Shomurodov,uz UZB,FW,Spezia,it Serie A,27,1995,9.0,1,18,4,22.2,2.0,0.44,0.06,0.25,15.7,0.0,0,0,2.8,2.8,0.16,-1.8,-1.8
2435,Eldor Shomurodov,uz UZB,FW,Roma,it Serie A,27,1995,1.3,0,6,3,50.0,4.54,2.27,0.0,0.0,19.8,0.0,0,0,0.6,0.6,0.1,-0.6,-0.6
2436,Kaj Sierhuis,nl NED,"FW,MF",Reims,fr Ligue 1,24,1998,2.4,0,5,1,20.0,2.06,0.41,0.0,0.0,14.3,0.0,0,0,0.4,0.4,0.08,-0.4,-0.4
2437,Vincent Sierro,ch SUI,MF,Toulouse,fr Ligue 1,26,1995,7.4,0,8,3,37.5,1.08,0.41,0.0,0.0,22.3,1.0,0,0,0.5,0.5,0.06,-0.5,-0.5
2438,Kiliann Sildillia,fr FRA,"DF,MF",Freiburg,de Bundesliga,20,2002,22.0,0,10,0,0.0,0.46,0.0,0.0,,19.3,0.0,0,0,0.8,0.8,0.08,-0.8,-0.8
2439,André Silva,pt POR,FW,RB Leipzig,de Bundesliga,26,1995,19.3,4,60,22,36.7,3.11,1.14,0.07,0.18,13.5,0.0,0,0,9.2,9.2,0.15,-5.2,-5.2
2440,Bernardo Silva,pt POR,"MF,FW",Manchester City,eng Premier League,27,1994,24.5,4,25,9,36.0,1.02,0.37,0.16,0.44,18.1,0.0,0,0,2.2,2.2,0.09,1.8,1.8
2441,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,25,1997,32.2,1,10,6,60.0,0.31,0.19,0.1,0.17,21.1,2.0,0,0,0.7,0.7,0.07,0.3,0.3
2442,David Silva,es ESP,MF,Real Sociedad,es La Liga,36,1986,21.5,2,30,13,43.3,1.39,0.6,0.07,0.15,15.4,1.0,0,0,3.9,3.9,0.13,-1.9,-1.9
2443,Rui Silva,pt POR,GK,Betis,es La Liga,28,1994,26.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2444,Thiago Silva,br BRA,DF,Chelsea,eng Premier League,37,1984,26.1,0,15,2,13.3,0.57,0.08,0.0,0.0,13.0,0.0,0,0,1.5,1.5,0.1,-1.5,-1.5
2445,Marco Silvestri,it ITA,GK,Udinese,it Serie A,31,1991,38.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2446,Abdallah Sima,sn SEN,FW,Angers,fr Ligue 1,21,2001,20.4,5,39,10,25.6,1.91,0.49,0.13,0.5,12.7,0.0,0,0,4.8,4.8,0.12,0.2,0.2
2447,Mohamed Simakan,fr FRA,DF,RB Leipzig,de Bundesliga,22,2000,16.2,1,12,3,25.0,0.74,0.19,0.08,0.33,12.3,0.0,0,0,1.7,1.7,0.14,-0.7,-0.7
2448,Giovanni Simeone,ar ARG,FW,Napoli,it Serie A,27,1995,4.5,4,14,8,57.1,3.1,1.77,0.29,0.5,17.5,0.0,0,0,1.4,1.4,0.1,2.6,2.6
2449,Ellis Simms,eng ENG,FW,Everton,eng Premier League,21,2001,2.5,1,8,1,12.5,3.16,0.39,0.13,1.0,16.1,0.0,0,0,0.9,0.9,0.11,0.1,0.1
2450,Moses Simon,ng NGA,"FW,MF",Nantes,fr Ligue 1,27,1995,26.1,5,32,9,28.1,1.23,0.35,0.13,0.44,18.3,1.0,1,1,4.6,3.6,0.11,0.4,0.4
2451,Unai Simón,es ESP,GK,Athletic Club,es La Liga,25,1997,30.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2452,Lassine Sinayoko,ml MLI,"MF,FW",Auxerre,fr Ligue 1,22,1999,17.4,1,42,13,31.0,2.41,0.75,0.02,0.08,17.3,0.0,0,0,3.2,3.2,0.08,-2.2,-2.2
2453,Wilfried Singo,ci CIV,DF,Torino,it Serie A,21,2000,22.7,2,34,10,29.4,1.5,0.44,0.06,0.2,14.0,0.0,0,0,2.7,2.7,0.08,-0.7,-0.7
2454,Luis Sinisterra,co COL,FW,Leeds United,eng Premier League,23,1999,9.6,5,28,11,39.3,2.91,1.14,0.18,0.45,16.2,0.0,0,0,3.7,3.7,0.13,1.3,1.3
2455,Daley Sinkgraven,nl NED,"DF,MF",Leverkusen,de Bundesliga,27,1995,3.8,0,4,1,25.0,1.05,0.26,0.0,0.0,18.9,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2
2456,Tobias Sippel,de GER,GK,M'Gladbach,de Bundesliga,34,1988,5.7,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2457,Hugo Siquet,be BEL,DF,Freiburg,de Bundesliga,20,2002,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2458,Salvatore Sirigu,it ITA,GK,Fiorentina,it Serie A,35,1987,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2459,Ibrahima Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,24,1997,14.6,0,13,3,23.1,0.89,0.21,0.0,0.0,18.0,0.0,0,0,0.7,0.7,0.05,-0.7,-0.7
2460,Moussa Sissoko,fr FRA,MF,Nantes,fr Ligue 1,32,1989,21.3,2,17,4,23.5,0.8,0.19,0.12,0.5,16.3,0.0,0,0,2.4,2.4,0.14,-0.4,-0.4
2461,Tim Skarke,de GER,"DF,MF",Union Berlin,de Bundesliga,25,1996,0.6,0,4,2,50.0,6.79,3.4,0.0,0.0,22.6,0.0,0,0,0.2,0.2,0.06,-0.2,-0.2
2462,Tim Skarke,de GER,"FW,MF",Schalke 04,de Bundesliga,25,1996,4.9,1,11,4,36.4,2.25,0.82,0.09,0.25,23.7,1.0,0,0,0.5,0.5,0.05,0.5,0.5
2463,Ellyes Skhiri,tn TUN,MF,Köln,de Bundesliga,27,1995,31.7,7,32,11,34.4,1.01,0.35,0.22,0.64,15.3,0.0,0,0,5.3,5.3,0.17,1.7,1.7
2464,Oliver Skipp,eng ENG,MF,Tottenham,eng Premier League,21,2000,16.6,1,7,3,42.9,0.42,0.18,0.14,0.33,23.2,0.0,0,0,0.3,0.3,0.04,0.7,0.7
2465,Leo Skiri Østigård,no NOR,DF,Napoli,it Serie A,22,1999,4.7,0,3,0,0.0,0.64,0.0,0.0,,20.5,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
2466,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,31,1991,37.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2467,Robert Skov,dk DEN,DF,Hoffenheim,de Bundesliga,26,1996,15.0,3,39,12,30.8,2.6,0.8,0.03,0.08,22.5,8.0,2,2,3.4,1.8,0.05,-0.4,-0.8
2468,Milan Škriniar,sk SVK,DF,Inter,it Serie A,27,1995,19.7,0,9,2,22.2,0.46,0.1,0.0,0.0,13.0,0.0,0,0,0.8,0.8,0.09,-0.8,-0.8
2469,Naatan Skyttä,fi FIN,MF,Toulouse,fr Ligue 1,20,2002,0.3,0,1,0,0.0,3.91,0.0,0.0,,15.5,0.0,0,0,0.1,0.1,0.1,-0.1,-0.1
2470,Islam Slimani,dz ALG,FW,Brest,fr Ligue 1,34,1988,11.0,1,14,2,14.3,1.28,0.18,0.07,0.5,14.1,0.0,0,1,2.5,1.7,0.12,-1.5,-0.7
2471,Chris Smalling,eng ENG,DF,Roma,it Serie A,32,1989,31.2,3,17,4,23.5,0.54,0.13,0.18,0.75,8.5,0.0,0,0,1.7,1.7,0.1,1.3,1.3
2472,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,31,1991,32.7,0,5,1,20.0,0.15,0.03,0.0,0.0,16.2,0.0,0,0,0.5,0.5,0.1,-0.5,-0.5
2473,Emile Smith Rowe,eng ENG,"MF,FW",Arsenal,eng Premier League,22,2000,1.9,0,4,1,25.0,2.09,0.52,0.0,0.0,15.8,0.0,0,0,0.3,0.3,0.07,-0.3,-0.3
2474,Hrvoje Smolčić,hr CRO,DF,Eint Frankfurt,de Bundesliga,21,2000,5.2,0,3,0,0.0,0.57,0.0,0.0,,12.7,0.0,0,0,0.2,0.2,0.06,-0.2,-0.2
2475,Cédric Soares,pt POR,DF,Arsenal,eng Premier League,30,1991,0.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2476,Cédric Soares,pt POR,DF,Fulham,eng Premier League,30,1991,2.2,0,2,0,0.0,0.91,0.0,0.0,,25.4,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
2477,Danilo Soares,br BRA,DF,Bochum,de Bundesliga,30,1991,19.6,0,2,0,0.0,0.1,0.0,0.0,,29.1,0.0,0,0,0.0,0.0,0.01,0.0,0.0
2478,Eduard Sobol,ua UKR,DF,Strasbourg,fr Ligue 1,27,1995,9.7,0,5,0,0.0,0.52,0.0,0.0,,26.6,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1
2479,Rubén Sobrino,es ESP,"MF,FW",Cádiz,es La Liga,30,1992,27.4,3,33,12,36.4,1.2,0.44,0.09,0.25,13.6,0.0,0,0,4.9,4.9,0.15,-1.9,-1.9
2480,Alex Sola,es ESP,DF,Real Sociedad,es La Liga,23,1999,3.9,0,4,1,25.0,1.03,0.26,0.0,0.0,26.4,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1
2481,Dominic Solanke,eng ENG,"FW,MF",Bournemouth,eng Premier League,24,1997,31.8,6,76,28,36.8,2.39,0.88,0.08,0.21,12.8,0.0,0,0,9.1,9.1,0.12,-3.1,-3.1
2482,Augusto Solari,ar ARG,MF,Celta Vigo,es La Liga,30,1992,2.9,0,2,0,0.0,0.69,0.0,0.0,,14.4,0.0,0,0,0.3,0.3,0.14,-0.3,-0.3
2483,Ola Solbakken,no NOR,"MF,FW",Roma,it Serie A,23,1998,5.6,1,9,1,11.1,1.61,0.18,0.11,1.0,17.1,1.0,0,0,0.6,0.6,0.07,0.4,0.4
2484,Nikola Soldo,hr CRO,DF,Köln,de Bundesliga,21,2001,6.6,0,6,0,0.0,0.91,0.0,0.0,,15.2,0.0,0,0,0.6,0.6,0.11,-0.6,-0.6
2485,Carlos Soler,es ESP,MF,Valencia,es La Liga,25,1997,2.7,1,4,1,25.0,1.49,0.37,0.0,0.0,30.0,3.0,1,1,0.9,0.2,0.04,0.1,-0.2
2486,Carlos Soler,es ESP,MF,Paris S-G,fr Ligue 1,25,1997,13.2,3,10,6,60.0,0.76,0.45,0.3,0.5,15.2,0.0,0,0,1.6,1.6,0.16,1.4,1.4
2487,François-Joseph Sollacaro,fr FRA,GK,Ajaccio,fr Ligue 1,28,1994,6.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2488,Manor Solomon,il ISR,FW,Fulham,eng Premier League,23,1999,6.4,4,11,7,63.6,1.73,1.1,0.36,0.57,19.9,0.0,0,0,1.2,1.2,0.11,2.8,2.8
2489,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,33,1988,10.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2490,Yann Sommer,ch SUI,GK,Bayern Munich,de Bundesliga,33,1988,19.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
2491,Brandon Soppy,fr FRA,DF,Udinese,it Serie A,20,2002,1.0,0,2,1,50.0,2.0,1.0,0.0,0.0,18.5,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1
